"","Site","Year.x","Elevation","ID.x","ID_Year","Latitude","Longitude","MAT.weath","MAP.weath","CMD.weath","MAT.weath.1","MAP.weath.1","CMD.weath.1","MAT.weath.2","MAP.weath.2","CMD.weath.2","log.MAP.weath","log.MAP.weath.1","log.MAP.weath.2","MAT.clim","MAP.clim","CMD.clim","CMDA_lag0","CMDA_lag1","CMDA_lag2","CMDA_lag01","CMDA_lag012","MATA_lag0","MATA_lag1","MATA_lag2","MATA_lag01","MATA_lag012","MAPA_lag0","MAPA_lag1","MAPA_lag2","MAPA_lag01","MAPA_lag012","Paper_ID","ID.y","Site_Lat","Year.y","SPEI_lag0","SPEI_lag1","SPEI_lag2","SPEI_lag01","SPEI_lag012"
"46","S29",2013,440,"S29","S29_2013",39.39442,-121.083023,16.2416666666667,1107,928,15.7083333333333,960,851,15.3666666666667,1689,774,3.04414762087872,2.98227123303957,3.22762964957101,15.5572222222222,1412.4,854.833333333333,73.166666666667,-3.83333333333303,-80.833333333333,69.3333333333339,-11.4999999999991,0.6844444444445,0.151111111111101,-0.1905555555555,0.835555555555601,0.645000000000101,-0.105810088012337,-0.167686475851491,0.0776719406799491,-0.273496563863828,-0.195824623183879,6,"S29","6_39.4","2013",-0.891039669513702,-0.964013934135437,0.85214638710022,-1.85505360364914,-1.00290721654892
"47","S32",2013,1214,"S32","S32_2013",37.539,-119.653999,13.1583333333333,671,930,12.5416666666667,701,788,12.125,1331,731,2.82672252016899,2.84571801796666,3.12417805547468,12.3713888888889,1059.66666666667,807.6,122.4,-19.6,-76.6,102.8,26.1999999999999,0.7869444444444,0.1702777777778,-0.2463888888889,0.9572222222222,0.7108333333333,-0.19844675302612,-0.179451255228453,0.0990087822795633,-0.377898008254573,-0.27888922597501,5,"S32","5_37.5","2013",-0.787822067737579,0.291123420000076,1.64948976039886,-0.496698647737503,1.15279111266136
"48","S36",2013,393,"S36","S36_2013",42.27411,-123.636169,12.5666666666667,1427,665,11.8,1486,683,11.6833333333333,1742,627,3.15442397311465,3.17201880942456,3.24104815067164,12.1025,1519.13333333333,713.666666666667,-48.666666666667,-30.666666666667,-86.666666666667,-79.3333333333339,-166.000000000001,0.464166666666701,-0.302499999999998,-0.419166666666699,0.161666666666703,-0.257499999999997,-0.0271719201620049,-0.00957708385209566,0.0594522573949923,-0.0367490040141005,0.0227032533808917,10,"S36","10_42.3","2013",-0.29145610332489,-0.0429966598749161,0.742862224578857,-0.334452763199806,0.408409461379051
"49","S02",2014,1168,"S02","S02_2014",32.89928,-116.5849,15.2166666666667,345,1051,14.2833333333333,450,997,13.9083333333333,467,944,2.53781909507327,2.65321251377534,2.66931688056611,13.9913888888889,628.033333333333,1017.53333333333,33.46666666667,-20.53333333333,-73.53333333333,12.93333333334,-60.59999999999,1.2252777777778,0.291944444444399,-0.0830555555556014,1.5172222222222,1.4341666666666,-0.26016359977626,-0.144770181074191,-0.128665814283422,-0.404933780850451,-0.533599595133873,1,"S02","1_32.9","2014",-1.71235299110413,-0.979796886444092,-0.570622563362122,-2.69214987754822,-3.26277244091034
"50","S07",2014,1092,"S07","S07_2014",34.28425,-117.375389,15.7333333333333,284,1042,14.8416666666667,377,987,14.3666666666667,409,864,2.45331834004704,2.57634135020579,2.61172330800734,14.5047222222222,649.6,967.033333333333,74.966666666667,19.966666666667,-103.033333333333,94.9333333333341,-8.09999999999889,1.2286111111111,0.3369444444445,-0.138055555555502,1.5655555555556,1.4275000000001,-0.359327676186081,-0.236304666027326,-0.200922708225777,-0.595632342213407,-0.796555050439184,2,"S07","2_34.3","2014",-1.68500936031342,-0.888030290603638,-0.55778968334198,-2.57303965091705,-3.13082933425903
"51","S08",2014,1682,"S08","S08_2014",36.69096,-118.909607,11.325,452,755,10.6833333333333,546,781,10.0666666666667,652,651,2.65513843481138,2.73719264270474,2.81424759573192,10.0669444444444,969.433333333333,691.4,63.6,89.6,-40.4,153.2,112.8,1.2580555555556,0.616388888888899,-0.00027777777770055,1.8744444444445,1.8741666666668,-0.3313795137648,-0.249325305871445,-0.172270352844262,-0.580704819636245,-0.752975172480507,4,"S08","4_36.7","2014",-1.81904125213623,-0.836064994335175,-0.518129110336304,-2.6551062464714,-3.17323535680771
"52","S10",2014,1288,"S10","S10_2014",36.20081,-118.650917,14.1416666666667,392,871,13.4916666666667,467,872,12.9083333333333,573,740,2.59328606702046,2.66931688056611,2.75815462196739,12.8841666666667,860.833333333333,803.3,67.7,68.7,-63.3,136.4,73.1000000000001,1.2575,0.6075,0.0241666666666003,1.865,1.8891666666666,-0.341633008451538,-0.265602194905883,-0.176764453504606,-0.607235203357422,-0.783999656862028,3,"S10","3_36.2","2014",-1.79878914356232,-0.929113626480102,-0.322444051504135,-2.72790277004242,-3.05034682154655
"53","S11",2014,1990,"S11","S11_2014",34.07808,-116.87558,9.9,388,824,9.025,529,730,8.6,563,614,2.58883172559421,2.72345567203519,2.75050839485135,8.65444444444444,782.2,763.366666666667,60.633333333333,-33.366666666667,-149.366666666667,27.266666666666,-122.100000000001,1.24555555555556,0.37055555555556,-0.0544444444444405,1.61611111111112,1.56166666666668,-0.304486086021905,-0.169862139580926,-0.142809416764766,-0.474348225602831,-0.617157642367596,12,"S11","12_34.1","2014",-1.43719935417175,-0.758017361164093,-0.353682160377502,-2.19521671533585,-2.54889887571335
"54","S15",2014,1168,"S15","S15_2014",43.37876,-122.952072,10.825,2015,341,10.8333333333333,2606,331,10.0416666666667,2479,357,3.30427505047713,3.41597441137657,3.39427652676782,10.2619444444444,2547.8,333.033333333333,7.96666666666698,-2.03333333333302,23.966666666667,5.93333333333396,29.9000000000009,0.5630555555556,0.571388888888901,-0.220277777777699,1.1344444444445,0.914166666666802,-0.101890282799425,0.00980907810001286,-0.0118888065087317,-0.092081204699412,-0.103970011208144,11,"S15","11_43.4","2014",-1.21776401996613,0.1042250841856,-0.00843239761888981,-1.11353893578053,-1.12197133339942
"55","S16",2014,1092,"S16","S16_2014",41.80979,-123.118874,11.925,684,723,11.7916666666667,894,640,11.1083333333333,905,619,2.83505610172012,2.95133751879592,2.9566485792052,11.1744444444444,966.1,655.066666666667,67.933333333333,-15.0666666666669,-36.066666666667,52.8666666666661,16.7999999999992,0.7505555555556,0.617222222222299,-0.0661111111111001,1.3677777777779,1.3016666666668,-0.149965980389419,-0.0336845633136171,-0.0283735029043317,-0.183650543703036,-0.212024046607368,9,"S16","9_41.8","2014",-1.43765187263489,-0.368446826934814,-0.263492614030838,-1.8060986995697,-2.06959131360054
"56","S17",2014,680,"S17","S17_2014",41.66546,-123.113411,13.2166666666667,105,1067,13.0666666666667,170,1038,12.425,156,973,2.02118929906994,2.23044892137827,2.19312459835446,12.4708333333333,173.266666666667,996.4,70.6,41.6,-23.4,112.2,88.8000000000001,0.745833333333401,0.595833333333401,-0.0458333333332988,1.3416666666668,1.2958333333335,-0.217525721375394,-0.008266099067058,-0.0455904220908705,-0.225791820442452,-0.271382242533322,8,"S17","8_41.7","2014",-1.43765187263489,-0.368446826934814,-0.263492614030838,-1.8060986995697,-2.06959131360054
"57","S18",2014,1593,"S18","S18_2014",39.74298,-120.70401,9.7,764,677,9.28333333333333,1036,674,8.84166666666667,881,671,2.88309335857569,3.01535975540921,2.94497590841205,8.71388888888889,1361.56666666667,633.466666666667,43.533333333333,40.533333333333,37.533333333333,84.0666666666659,121.599999999999,0.986111111111109,0.569444444444439,0.12777777777778,1.55555555555555,1.68333333333333,-0.250945552070279,-0.118679155236754,-0.189063002233921,-0.369624707307033,-0.558687709540954,7,"S18","7_39.7","2014",-1.44095611572266,-0.682471871376038,-0.942047834396362,-2.12342798709869,-3.06547582149506
"58","S29",2014,440,"S29","S29_2014",39.39442,-121.083023,16.6666666666667,743,914,16.2416666666667,1107,928,15.7083333333333,960,851,2.87098881376058,3.04414762087872,2.98227123303957,15.5572222222222,1412.4,854.833333333333,59.166666666667,73.166666666667,-3.83333333333303,132.333333333334,128.500000000001,1.1094444444445,0.6844444444445,0.151111111111101,1.793888888889,1.9450000000001,-0.278968895130484,-0.105810088012337,-0.167686475851491,-0.384778983142821,-0.552465458994313,6,"S29","6_39.4","2014",-1.78714179992676,-0.891039669513702,-0.964013934135437,-2.67818146944046,-3.6421954035759
"59","S32",2014,1214,"S32","S32_2014",37.539,-119.653999,13.7416666666667,510,882,13.1583333333333,671,930,12.5416666666667,701,788,2.70757017609794,2.82672252016899,2.84571801796666,12.3713888888889,1059.66666666667,807.6,74.4,122.4,-19.6,196.8,177.2,1.3702777777778,0.7869444444444,0.1702777777778,2.1572222222222,2.3275,-0.317599097097176,-0.19844675302612,-0.179451255228453,-0.516045850123295,-0.695497105351749,5,"S32","5_37.5","2014",-1.85744953155518,-0.787822067737579,0.291123420000076,-2.64527159929276,-2.35414817929268
"60","S36",2014,393,"S36","S36_2014",42.27411,-123.636169,12.6583333333333,1134,786,12.5666666666667,1427,665,11.8,1486,683,3.05461305455689,3.15442397311465,3.17201880942456,12.1025,1519.13333333333,713.666666666667,72.333333333333,-48.666666666667,-30.666666666667,23.6666666666661,-7.00000000000091,0.5558333333333,0.464166666666701,-0.302499999999998,1.02,0.717500000000003,-0.126982838719764,-0.0271719201620049,-0.00957708385209566,-0.154154758881769,-0.163731842733865,10,"S36","10_42.3","2014",-1.37744677066803,-0.29145610332489,-0.0429966598749161,-1.66890287399292,-1.71189953386784
"61","S02",2015,1168,"S02","S02_2015",32.89928,-116.5849,15.6,502,1103,15.2166666666667,345,1051,14.2833333333333,450,997,2.70070371714502,2.53781909507327,2.65321251377534,13.9913888888889,628.033333333333,1017.53333333333,85.46666666667,33.46666666667,-20.53333333333,118.93333333334,98.40000000001,1.6086111111111,1.2252777777778,0.291944444444399,2.8338888888889,3.1258333333333,-0.0972789777045149,-0.26016359977626,-0.144770181074191,-0.357442577480775,-0.502212758554966,1,"S02","1_32.9","2015",-1.32143545150757,-1.71235299110413,-0.979796886444092,-3.03378844261169,-4.01358532905579
"62","S07",2015,1092,"S07","S07_2015",34.28425,-117.375389,16.0833333333333,487,1014,15.7333333333333,284,1042,14.8416666666667,377,987,2.68752896121463,2.45331834004704,2.57634135020579,14.5047222222222,649.6,967.033333333333,46.966666666667,74.966666666667,19.966666666667,121.933333333334,141.900000000001,1.5786111111111,1.2286111111111,0.3369444444445,2.8072222222222,3.1441666666667,-0.125117055018484,-0.359327676186081,-0.236304666027326,-0.484444731204566,-0.720749397231891,2,"S07","2_34.3","2015",-0.87846302986145,-1.68500936031342,-0.888030290603638,-2.56347239017487,-3.4515026807785
"63","S08",2015,1682,"S08","S08_2015",36.69096,-118.909607,11.7833333333333,677,703,11.325,452,755,10.6833333333333,546,781,2.83058866868514,2.65513843481138,2.73719264270474,10.0669444444444,969.433333333333,691.4,11.6,63.6,89.6,75.2,164.8,1.7163888888889,1.2580555555556,0.616388888888899,2.9744444444445,3.5908333333334,-0.155929279891038,-0.3313795137648,-0.249325305871445,-0.487308793655838,-0.736634099527283,4,"S08","4_36.7","2015",-0.572997868061066,-1.81904125213623,-0.836064994335175,-2.3920391201973,-3.22810411453247
"64","S10",2015,1288,"S10","S10_2015",36.20081,-118.650917,14.55,603,809,14.1416666666667,392,871,13.4916666666667,467,872,2.78031731214015,2.59328606702046,2.66931688056611,12.8841666666667,860.833333333333,803.3,5.70000000000005,67.7,68.7,73.4000000000001,142.1,1.6658333333333,1.2575,0.6075,2.9233333333333,3.5308333333333,-0.154601763331844,-0.341633008451538,-0.265602194905883,-0.496234771783383,-0.761836966689266,3,"S10","3_36.2","2015",-0.725175499916077,-1.79878914356232,-0.929113626480102,-2.52396464347839,-3.4530782699585
"65","S11",2015,1990,"S11","S11_2015",34.07808,-116.87558,10.2666666666667,672,726,9.9,388,824,9.025,529,730,2.82736927305383,2.58883172559421,2.72345567203519,8.65444444444444,782.2,763.366666666667,-37.366666666667,60.633333333333,-33.366666666667,23.266666666666,-10.100000000001,1.61222222222226,1.24555555555556,0.37055555555556,2.85777777777782,3.22833333333338,-0.0659485385622864,-0.304486086021905,-0.169862139580926,-0.370434624584191,-0.540296764165117,12,"S11","12_34.1","2015",-0.612575829029083,-1.43719935417175,-0.758017361164093,-2.04977518320084,-2.80779254436493
"66","S15",2015,1168,"S15","S15_2015",43.37876,-122.952072,12.1416666666667,2082,492,10.825,2015,341,10.8333333333333,2606,331,3.31848072517452,3.30427505047713,3.41597441137657,10.2619444444444,2547.8,333.033333333333,158.966666666667,7.96666666666698,-2.03333333333302,166.933333333334,164.900000000001,1.8797222222223,0.5630555555556,0.571388888888901,2.4427777777779,3.0141666666668,-0.0876846081020357,-0.101890282799425,0.00980907810001286,-0.18957489090146,-0.179765812801448,11,"S15","11_43.4","2015",-1.22249329090118,-1.21776401996613,0.1042250841856,-2.44025731086731,-2.33603222668171
"67","S16",2015,1092,"S16","S16_2015",41.80979,-123.118874,13.175,803,740,11.925,684,723,11.7916666666667,894,640,2.90471554527868,2.83505610172012,2.95133751879592,11.1744444444444,966.1,655.066666666667,84.933333333333,67.933333333333,-15.0666666666669,152.866666666666,137.799999999999,2.0005555555556,0.7505555555556,0.617222222222299,2.7511111111112,3.3683333333335,-0.0803065368308542,-0.149965980389419,-0.0336845633136171,-0.230272517220273,-0.26395708053389,9,"S16","9_41.8","2015",-0.954249262809753,-1.43765187263489,-0.368446826934814,-2.39190113544464,-2.76034796237946
"68","S17",2015,680,"S17","S17_2015",41.66546,-123.113411,14.4666666666667,129,1112,13.2166666666667,105,1067,13.0666666666667,170,1038,2.11058971029925,2.02118929906994,2.23044892137827,12.4708333333333,173.266666666667,996.4,115.6,70.6,41.6,186.2,227.8,1.9958333333334,0.745833333333401,0.595833333333401,2.7416666666668,3.3375000000002,-0.128125310146083,-0.217525721375394,-0.008266099067058,-0.345651031521477,-0.353917130588535,8,"S17","8_41.7","2015",-0.954249262809753,-1.43765187263489,-0.368446826934814,-2.39190113544464,-2.76034796237946
"69","S18",2015,1593,"S18","S18_2015",39.74298,-120.70401,10.6833333333333,1006,691,9.7,764,677,9.28333333333333,1036,674,3.00259798071991,2.88309335857569,3.01535975540921,8.71388888888889,1361.56666666667,633.466666666667,57.533333333333,43.533333333333,40.533333333333,101.066666666666,141.599999999999,1.96944444444441,0.986111111111109,0.569444444444439,2.95555555555552,3.52499999999996,-0.13144092992606,-0.250945552070279,-0.118679155236754,-0.382386481996339,-0.501065637233093,7,"S18","7_39.7","2015",-0.915021002292633,-1.44095611572266,-0.682471871376038,-2.35597711801529,-3.03844898939133
"70","S29",2015,440,"S29","S29_2015",39.39442,-121.083023,17.5833333333333,1077,948,16.6666666666667,743,914,16.2416666666667,1107,928,3.03221570329798,2.87098881376058,3.04414762087872,15.5572222222222,1412.4,854.833333333333,93.166666666667,59.166666666667,73.166666666667,152.333333333334,225.500000000001,2.0261111111111,1.1094444444445,0.6844444444445,3.1355555555556,3.8200000000001,-0.117742005593078,-0.278968895130484,-0.105810088012337,-0.396710900723563,-0.502520988735899,6,"S29","6_39.4","2015",-1.15894889831543,-1.78714179992676,-0.891039669513702,-2.94609069824219,-3.83713036775589
"71","S32",2015,1214,"S32","S32_2015",37.539,-119.653999,14.225,755,872,13.7416666666667,510,882,13.1583333333333,671,930,2.87794695162919,2.70757017609794,2.82672252016899,12.3713888888889,1059.66666666667,807.6,64.4,74.4,122.4,138.8,261.2,1.8536111111111,1.3702777777778,0.7869444444444,3.2238888888889,4.0108333333333,-0.147222321565923,-0.317599097097176,-0.19844675302612,-0.464821418663099,-0.663268171689219,5,"S32","5_37.5","2015",-1.39419627189636,-1.85744953155518,-0.787822067737579,-3.25164580345154,-4.03946787118912
"72","S36",2015,393,"S36","S36_2015",42.27411,-123.636169,13.95,1288,840,12.6583333333333,1134,786,12.5666666666667,1427,665,3.10991586302379,3.05461305455689,3.15442397311465,12.1025,1519.13333333333,713.666666666667,126.333333333333,72.333333333333,-48.666666666667,198.666666666666,149.999999999999,1.8475,0.5558333333333,0.464166666666701,2.4033333333333,2.8675,-0.0716800302528586,-0.126982838719764,-0.0271719201620049,-0.198662868972623,-0.225834789134628,10,"S36","10_42.3","2015",-0.92888617515564,-1.37744677066803,-0.29145610332489,-2.30633294582367,-2.59778904914856
"73","S02",2016,1168,"S02","S02_2016",32.89928,-116.5849,14.8583333333333,450,1036,15.6,502,1103,15.2166666666667,345,1051,2.65321251377534,2.70070371714502,2.53781909507327,13.9913888888889,628.033333333333,1017.53333333333,18.46666666667,85.46666666667,33.46666666667,103.93333333334,137.40000000001,0.8669444444444,1.6086111111111,1.2252777777778,2.4755555555555,3.7008333333333,-0.144770181074191,-0.0972789777045149,-0.26016359977626,-0.242049158778705,-0.502212758554966,1,"S02","1_32.9","2016",-1.25997924804688,-1.32143545150757,-1.71235299110413,-2.58141469955444,-4.29376769065857
"74","S07",2016,1092,"S07","S07_2016",34.28425,-117.375389,15.3416666666667,381,1017,16.0833333333333,487,1014,15.7333333333333,284,1042,2.58092497567562,2.68752896121463,2.45331834004704,14.5047222222222,649.6,967.033333333333,49.966666666667,46.966666666667,74.966666666667,96.9333333333341,171.900000000001,0.8369444444445,1.5786111111111,1.2286111111111,2.4155555555556,3.6441666666667,-0.231721040557499,-0.125117055018484,-0.359327676186081,-0.356838095575984,-0.716165771762065,2,"S07","2_34.3","2016",-1.07162654399872,-0.87846302986145,-1.68500936031342,-1.95008957386017,-3.63509893417358
"75","S08",2016,1682,"S08","S08_2016",36.69096,-118.909607,10.95,1006,675,11.7833333333333,677,703,11.325,452,755,3.00259798071991,2.83058866868514,2.65513843481138,10.0669444444444,969.433333333333,691.4,-16.4,11.6,63.6,-4.79999999999995,58.8000000000001,0.883055555555599,1.7163888888889,1.2580555555556,2.5994444444445,3.8575000000001,0.0160800321437264,-0.155929279891038,-0.3313795137648,-0.139849247747311,-0.471228761512112,4,"S08","4_36.7","2016",0.0375967063009739,-0.572997868061066,-1.81904125213623,-0.535401161760092,-2.35444241389632
"76","S10",2016,1288,"S10","S10_2016",36.20081,-118.650917,13.7833333333333,806,800,14.55,603,809,14.1416666666667,392,871,2.90633504180509,2.78031731214015,2.59328606702046,12.8841666666667,860.833333333333,803.3,-3.29999999999995,5.70000000000005,67.7,2.40000000000009,70.1000000000001,0.8991666666666,1.6658333333333,1.2575,2.5649999999999,3.8224999999999,-0.0285840336669048,-0.154601763331844,-0.341633008451538,-0.183185796998749,-0.524818805450288,3,"S10","3_36.2","2016",-0.166724696755409,-0.725175499916077,-1.79878914356232,-0.891900196671486,-2.6906893402338
"77","S11",2016,1990,"S11","S11_2016",34.07808,-116.87558,9.53333333333333,495,766,10.2666666666667,672,726,9.9,388,824,2.69460519893357,2.82736927305383,2.58883172559421,8.65444444444444,782.2,763.366666666667,2.63333333333298,-37.366666666667,60.633333333333,-34.733333333334,25.899999999999,0.87888888888889,1.61222222222226,1.24555555555556,2.49111111111115,3.73666666666671,-0.198712612682543,-0.0659485385622864,-0.304486086021905,-0.264661151244829,-0.569147237266734,12,"S11","12_34.1","2016",-1.07750999927521,-0.612575829029083,-1.43719935417175,-1.69008582830429,-3.12728518247604
"78","S15",2016,1168,"S15","S15_2016",43.37876,-122.952072,11.7,2881,435,12.1416666666667,2082,492,10.825,2015,341,3.45954325828041,3.31848072517452,3.30427505047713,10.2619444444444,2547.8,333.033333333333,101.966666666667,158.966666666667,7.96666666666698,260.933333333334,268.900000000001,1.4380555555556,1.8797222222223,0.5630555555556,3.3177777777779,3.8808333333335,0.05337792500386,-0.0876846081020357,-0.101890282799425,-0.0343066830981757,-0.136196965897601,11,"S15","11_43.4","2016",0.457469403743744,-1.22249329090118,-1.21776401996613,-0.76502388715744,-1.98278790712357
"79","S16",2016,1092,"S16","S16_2016",41.80979,-123.118874,12.5833333333333,1141,747,13.175,803,740,11.925,684,723,3.05728564441821,2.90471554527868,2.83505610172012,11.1744444444444,966.1,655.066666666667,91.933333333333,84.933333333333,67.933333333333,176.866666666666,244.799999999999,1.4088888888889,2.0005555555556,0.7505555555556,3.4094444444445,4.1600000000001,0.0722635623086796,-0.0803065368308542,-0.149965980389419,-0.00804297452217462,-0.158008954911594,9,"S16","9_41.8","2016",0.451564759016037,-0.954249262809753,-1.43765187263489,-0.502684503793716,-1.9403363764286
"80","S17",2016,680,"S17","S17_2016",41.66546,-123.113411,13.8666666666667,181,1061,14.4666666666667,129,1112,13.2166666666667,105,1067,2.25767857486918,2.11058971029925,2.02118929906994,12.4708333333333,173.266666666667,996.4,64.6,115.6,70.6,180.2,250.8,1.3958333333334,1.9958333333334,0.745833333333401,3.3916666666668,4.1375000000002,0.0189635544238524,-0.128125310146083,-0.217525721375394,-0.109161755722231,-0.326687477097625,8,"S17","8_41.7","2016",0.451564759016037,-0.954249262809753,-1.43765187263489,-0.502684503793716,-1.9403363764286
"81","S18",2016,1593,"S18","S18_2016",39.74298,-120.70401,9.875,1600,633,10.6833333333333,1006,691,9.7,764,677,3.20411998265592,3.00259798071991,2.88309335857569,8.71388888888889,1361.56666666667,633.466666666667,-0.466666666667038,57.533333333333,43.533333333333,57.0666666666659,100.599999999999,1.16111111111111,1.96944444444441,0.986111111111109,3.13055555555552,4.11666666666663,0.0700810720099558,-0.13144092992606,-0.250945552070279,-0.0613598579161043,-0.312305409986383,7,"S18","7_39.7","2016",0.452547371387482,-0.915021002292633,-1.44095611572266,-0.462473630905151,-1.90342974662781
"82","S29",2016,440,"S29","S29_2016",39.39442,-121.083023,16.75,1603,840,17.5833333333333,1077,948,16.6666666666667,743,914,3.20493352235414,3.03221570329798,2.87098881376058,15.5572222222222,1412.4,854.833333333333,-14.833333333333,93.166666666667,59.166666666667,78.3333333333339,137.500000000001,1.1927777777778,2.0261111111111,1.1094444444445,3.2188888888889,4.3283333333334,0.0549758134630851,-0.117742005593078,-0.278968895130484,-0.0627661921299931,-0.341735087260477,6,"S29","6_39.4","2016",0.287275165319443,-1.15894889831543,-1.78714179992676,-0.871673732995987,-2.65881553292274
"83","S32",2016,1214,"S32","S32_2016",37.539,-119.653999,13.3916666666667,1222,805,14.225,755,872,13.7416666666667,510,882,3.08707120590654,2.87794695162919,2.70757017609794,12.3713888888889,1059.66666666667,807.6,-2.60000000000002,64.4,74.4,61.8,136.2,1.0202777777778,1.8536111111111,1.3702777777778,2.8738888888889,4.2441666666667,0.0619019327114234,-0.147222321565923,-0.317599097097176,-0.0853203888545,-0.402919485951676,5,"S32","5_37.5","2016",-0.275677919387817,-1.39419627189636,-1.85744953155518,-1.66987419128418,-3.52732372283936
"84","S36",2016,393,"S36","S36_2016",42.27411,-123.636169,13.4583333333333,1796,829,13.95,1288,840,12.6583333333333,1134,786,3.25430633233129,3.10991586302379,3.05461305455689,12.1025,1519.13333333333,713.666666666667,115.333333333333,126.333333333333,72.333333333333,241.666666666666,313.999999999999,1.3558333333333,1.8475,0.5558333333333,3.2033333333333,3.7591666666666,0.0727104390546338,-0.0716800302528586,-0.126982838719764,0.00103040880177518,-0.125952429917989,10,"S36","10_42.3","2016",0.560627996921539,-0.92888617515564,-1.37744677066803,-0.3682581782341,-1.74570494890213
