"","Site","Year.x","Elevation","ID.x","ID_Year","Latitude","Longitude","MAT.weath","MAP.weath","CMD.weath","MAT.weath.1","MAP.weath.1","CMD.weath.1","MAT.weath.2","MAP.weath.2","CMD.weath.2","log.MAP.weath","log.MAP.weath.1","log.MAP.weath.2","MAT.clim","MAP.clim","CMD.clim","CMDA_lag0","CMDA_lag1","CMDA_lag2","CMDA_lag01","CMDA_lag012","MATA_lag0","MATA_lag1","MATA_lag2","MATA_lag01","MATA_lag012","MAPA_lag0","MAPA_lag1","MAPA_lag2","MAPA_lag01","MAPA_lag012","Paper_ID","ID.y","Site_Lat","Year.y","SPEI_lag0","SPEI_lag1","SPEI_lag2","SPEI_lag01","SPEI_lag012"
"24","S36",2011,393,"S36","S36_2011",42.27411,-123.636169,11.6833333333333,1742,627,11.7,1426,594,12.15,1066,762,3.24104815067164,3.15411952551585,3.02775720469055,12.1025,1519.13333333333,713.666666666667,-86.666666666667,-119.666666666667,48.333333333333,-206.333333333334,-158.000000000001,-0.419166666666699,-0.4025,0.0475000000000012,-0.821666666666699,-0.774166666666698,0.0594522573949923,-0.027476367760805,-0.153838688586098,0.0319758896341873,-0.121862798951911,10,"S36","10_42.3","2011",0.742862224578857,0.0827603042125702,-1.31461274623871,0.825622528791428,-0.488990217447281
"25","S02",2012,1168,"S02","S02_2012",32.89928,-116.5849,13.9083333333333,467,944,13.7666666666667,717,862,13.4083333333333,728,987,2.66931688056611,2.8555191556678,2.86213137931304,13.9913888888889,628.033333333333,1017.53333333333,-73.53333333333,-155.53333333333,-30.53333333333,-229.06666666666,-259.59999999999,-0.0830555555556014,-0.224722222222201,-0.583055555555601,-0.307777777777803,-0.890833333333404,-0.128665814283422,0.057536460818266,0.0641486844635031,-0.0711293534651558,-0.00698066900165273,1,"S02","1_32.9","2012",-0.570622563362122,0.510002851486206,0.897903144359589,-0.0606197118759155,0.837283432483673
"26","S07",2012,1092,"S07","S07_2012",34.28425,-117.375389,14.3666666666667,409,864,14.1416666666667,730,824,13.85,753,940,2.61172330800734,2.86332286012046,2.8767949762007,14.5047222222222,649.6,967.033333333333,-103.033333333333,-143.033333333333,-27.033333333333,-246.066666666666,-273.099999999999,-0.138055555555502,-0.363055555555501,-0.654722222222201,-0.501111111111003,-1.1558333333332,-0.200922708225777,0.0506768438873371,0.0641489599675817,-0.15024586433844,-0.0860969043708582,2,"S07","2_34.3","2012",-0.55778968334198,0.716030359268188,0.953803718090057,0.158240675926208,1.11204439401627
"27","S08",2012,1682,"S08","S08_2012",36.69096,-118.909607,10.0666666666667,652,651,9.64166666666667,1147,623,9.46666666666667,1014,674,2.81424759573192,3.05956341790127,3.00603795499732,10.0669444444444,969.433333333333,691.4,-40.4,-68.4,-17.4,-108.8,-126.2,-0.00027777777770055,-0.425277777777731,-0.60027777777773,-0.425555555555432,-1.02583333333316,-0.172270352844262,0.0730454693250855,0.0195200064211352,-0.0992248835191765,-0.0797048770980413,4,"S08","4_36.7","2012",-0.518129110336304,1.25245761871338,0.993451297283173,0.734328508377075,1.72777980566025
"28","S10",2012,1288,"S10","S10_2012",36.20081,-118.650917,12.9083333333333,573,740,12.4833333333333,979,723,12.35,894,769,2.75815462196739,2.99078269180314,2.95133751879592,12.8841666666667,860.833333333333,803.3,-63.3,-80.3,-34.3,-143.6,-177.9,0.0241666666666003,-0.400833333333399,-0.5341666666667,-0.376666666666798,-0.910833333333498,-0.176764453504606,0.0558636163311421,0.0164184433239223,-0.120900837173464,-0.104482393849541,3,"S10","3_36.2","2012",-0.322444051504135,1.18173742294312,1.11241710186005,0.85929337143898,1.97171047329903
"29","S11",2012,1990,"S11","S11_2012",34.07808,-116.87558,8.6,563,614,8.36666666666667,907,633,8.01666666666667,920,738,2.75050839485135,2.9576072870601,2.96378782734556,8.65444444444444,782.2,763.366666666667,-149.366666666667,-130.366666666667,-25.366666666667,-279.733333333334,-305.100000000001,-0.0544444444444405,-0.28777777777777,-0.637777777777771,-0.34222222222221,-0.979999999999981,-0.142809416764766,0.0642894754439833,0.0704700157294433,-0.0785199413207822,-0.00804992559133888,12,"S11","12_34.1","2012",-0.353682160377502,0.639967262744904,0.864541113376617,0.286285102367401,1.15082621574402
"30","S15",2012,1168,"S15","S15_2012",43.37876,-122.952072,10.0416666666667,2479,357,9.88333333333333,3008,336,9.91666666666667,2734,251,3.39427652676782,3.4782778319196,3.4367985102318,10.2619444444444,2547.8,333.033333333333,23.966666666667,2.96666666666698,-82.033333333333,26.933333333334,-55.0999999999991,-0.220277777777699,-0.37861111111107,-0.34527777777773,-0.598888888888769,-0.944166666666499,-0.0118888065087317,0.0721124986430515,0.0306331769552504,0.0602236921343198,0.0908568690895701,11,"S15","11_43.4","2012",-0.00843239761888981,1.11125934123993,0.715335011482239,1.10282694362104,1.81816195510328
"31","S16",2012,1092,"S16","S16_2012",41.80979,-123.118874,11.1083333333333,905,619,10.9,1092,565,10.7666666666667,858,554,2.9566485792052,3.03822263836872,2.9334872878487,11.1744444444444,966.1,655.066666666667,-36.066666666667,-90.066666666667,-101.066666666667,-126.133333333334,-227.200000000001,-0.0661111111111001,-0.2744444444444,-0.407777777777701,-0.3405555555555,-0.748333333333202,-0.0283735029043317,0.0532005562591835,-0.0515347942608297,0.0248270533548518,-0.0267077409059779,9,"S16","9_41.8","2012",-0.263492614030838,0.638083934783936,-0.0135957170277834,0.374591320753098,0.360995603725314
"32","S17",2012,680,"S17","S17_2012",41.66546,-123.113411,12.425,156,973,12.2,182,926,12.0583333333333,164,927,2.19312459835446,2.26007138798507,2.2148438480477,12.4708333333333,173.266666666667,996.4,-23.4,-70.4,-69.4,-93.8,-163.2,-0.0458333333332988,-0.2708333333333,-0.4125,-0.316666666666599,-0.729166666666599,-0.0455904220908705,0.0213563675397426,-0.0238711723976341,-0.0242340545511279,-0.0481052269487621,8,"S17","8_41.7","2012",-0.263492614030838,0.638083934783936,-0.0135957170277834,0.374591320753098,0.360995603725314
"33","S18",2012,1593,"S18","S18_2012",39.74298,-120.70401,8.84166666666667,881,671,8.475,1671,548,8.19166666666667,1310,574,2.94497590841205,3.22297644989339,3.11727129565576,8.71388888888889,1361.56666666667,633.466666666667,37.533333333333,-85.466666666667,-59.466666666667,-47.9333333333341,-107.400000000001,0.12777777777778,-0.238888888888891,-0.52222222222222,-0.111111111111111,-0.633333333333331,-0.189063002233921,0.0889375392474228,-0.0167676149902043,-0.100125462986498,-0.116893077976703,7,"S18","7_39.7","2012",-0.942047834396362,1.13096833229065,0.330176442861557,0.188920497894287,0.519096940755844
"34","S29",2012,440,"S29","S29_2012",39.39442,-121.083023,15.7083333333333,960,851,15.3666666666667,1689,774,15.1,1377,756,2.98227123303957,3.22762964957101,3.13893394025692,15.5572222222222,1412.4,854.833333333333,-3.83333333333303,-80.833333333333,-98.833333333333,-84.6666666666661,-183.499999999999,0.151111111111101,-0.1905555555555,-0.4572222222222,-0.0394444444443991,-0.496666666666599,-0.167686475851491,0.0776719406799491,-0.0110237686341361,-0.0900145351715422,-0.101038303805678,6,"S29","6_39.4","2012",-0.964013934135437,0.85214638710022,0.591788411140442,-0.111867547035217,0.479920864105225
"35","S32",2012,1214,"S32","S32_2012",37.539,-119.653999,12.5416666666667,701,788,12.125,1331,731,11.8416666666667,1008,757,2.84571801796666,3.12417805547468,3.00346053210951,12.3713888888889,1059.66666666667,807.6,-19.6,-76.6,-50.6,-96.2,-146.8,0.1702777777778,-0.2463888888889,-0.529722222222199,-0.0761111111110999,-0.605833333333299,-0.179451255228453,0.0990087822795633,-0.0217087410856052,-0.08044247294889,-0.102151214034495,5,"S32","5_37.5","2012",0.291123420000076,1.64948976039886,1.47927594184875,1.94061318039894,3.4198891222477
"36","S36",2012,393,"S36","S36_2012",42.27411,-123.636169,11.8,1486,683,11.6833333333333,1742,627,11.7,1426,594,3.17201880942456,3.24104815067164,3.15411952551585,12.1025,1519.13333333333,713.666666666667,-30.666666666667,-86.666666666667,-119.666666666667,-117.333333333334,-237.000000000001,-0.302499999999998,-0.419166666666699,-0.4025,-0.721666666666698,-1.1241666666667,-0.00957708385209566,0.0594522573949923,-0.027476367760805,0.0498751735428966,0.0223988057820916,10,"S36","10_42.3","2012",-0.0429966598749161,0.742862224578857,0.0827603042125702,0.699865564703941,0.782625868916512
"37","S02",2013,1168,"S02","S02_2013",32.89928,-116.5849,14.2833333333333,450,997,13.9083333333333,467,944,13.7666666666667,717,862,2.65321251377534,2.66931688056611,2.8555191556678,13.9913888888889,628.033333333333,1017.53333333333,-20.53333333333,-73.53333333333,-155.53333333333,-94.06666666666,-249.59999999999,0.291944444444399,-0.0830555555556014,-0.224722222222201,0.208888888888797,-0.0158333333334042,-0.144770181074191,-0.128665814283422,0.057536460818266,-0.273435995357612,-0.215899534539346,1,"S02","1_32.9","2013",-0.979796886444092,-0.570622563362122,0.510002851486206,-1.55041944980621,-1.04041659832001
"38","S07",2013,1092,"S07","S07_2013",34.28425,-117.375389,14.8416666666667,377,987,14.3666666666667,409,864,14.1416666666667,730,824,2.57634135020579,2.61172330800734,2.86332286012046,14.5047222222222,649.6,967.033333333333,19.966666666667,-103.033333333333,-143.033333333333,-83.0666666666659,-226.099999999999,0.3369444444445,-0.138055555555502,-0.363055555555501,0.198888888888998,-0.164166666666503,-0.236304666027326,-0.200922708225777,0.0506768438873371,-0.437227374253103,-0.386550530365766,2,"S07","2_34.3","2013",-0.888030290603638,-0.55778968334198,0.716030359268188,-1.44581997394562,-0.729789614677429
"39","S08",2013,1682,"S08","S08_2013",36.69096,-118.909607,10.6833333333333,546,781,10.0666666666667,652,651,9.64166666666667,1147,623,2.73719264270474,2.81424759573192,3.05956341790127,10.0669444444444,969.433333333333,691.4,89.6,-40.4,-68.4,49.2,-19.1999999999999,0.616388888888899,-0.00027777777770055,-0.425277777777731,0.616111111111199,0.190833333333467,-0.249325305871445,-0.172270352844262,0.0730454693250855,-0.421595658715707,-0.348550189390621,4,"S08","4_36.7","2013",-0.836064994335175,-0.518129110336304,1.25245761871338,-1.35419410467148,-0.101736485958099
"40","S10",2013,1288,"S10","S10_2013",36.20081,-118.650917,13.4916666666667,467,872,12.9083333333333,573,740,12.4833333333333,979,723,2.66931688056611,2.75815462196739,2.99078269180314,12.8841666666667,860.833333333333,803.3,68.7,-63.3,-80.3,5.40000000000009,-74.8999999999999,0.6075,0.0241666666666003,-0.400833333333399,0.6316666666666,0.230833333333202,-0.265602194905883,-0.176764453504606,0.0558636163311421,-0.442366648410489,-0.386503032079347,3,"S10","3_36.2","2013",-0.929113626480102,-0.322444051504135,1.18173742294312,-1.25155767798424,-0.0698202550411224
"41","S11",2013,1990,"S11","S11_2013",34.07808,-116.87558,9.025,529,730,8.6,563,614,8.36666666666667,907,633,2.72345567203519,2.75050839485135,2.9576072870601,8.65444444444444,782.2,763.366666666667,-33.366666666667,-149.366666666667,-130.366666666667,-182.733333333334,-313.100000000001,0.37055555555556,-0.0544444444444405,-0.28777777777777,0.31611111111112,0.0283333333333502,-0.169862139580926,-0.142809416764766,0.0642894754439833,-0.312671556345692,-0.248382080901708,12,"S11","12_34.1","2013",-0.758017361164093,-0.353682160377502,0.639967262744904,-1.1116995215416,-0.471732258796692
"42","S15",2013,1168,"S15","S15_2013",43.37876,-122.952072,10.8333333333333,2606,331,10.0416666666667,2479,357,9.88333333333333,3008,336,3.41597441137657,3.39427652676782,3.4782778319196,10.2619444444444,2547.8,333.033333333333,-2.03333333333302,23.966666666667,2.96666666666698,21.933333333334,24.9000000000009,0.571388888888901,-0.220277777777699,-0.37861111111107,0.351111111111202,-0.0274999999998684,0.00980907810001286,-0.0118888065087317,0.0721124986430515,-0.00207972840871884,0.0700327702343326,11,"S15","11_43.4","2013",0.1042250841856,-0.00843239761888981,1.11125934123993,0.0957926865667105,1.20705202780664
"43","S16",2013,1092,"S16","S16_2013",41.80979,-123.118874,11.7916666666667,894,640,11.1083333333333,905,619,10.9,1092,565,2.95133751879592,2.9566485792052,3.03822263836872,11.1744444444444,966.1,655.066666666667,-15.0666666666669,-36.066666666667,-90.066666666667,-51.1333333333339,-141.200000000001,0.617222222222299,-0.0661111111111001,-0.2744444444444,0.551111111111199,0.276666666666799,-0.0336845633136171,-0.0283735029043317,0.0532005562591835,-0.0620580662179488,-0.00885750995876533,9,"S16","9_41.8","2013",-0.368446826934814,-0.263492614030838,0.638083934783936,-0.631939440965652,0.00614449381828308
"44","S17",2013,680,"S17","S17_2013",41.66546,-123.113411,13.0666666666667,170,1038,12.425,156,973,12.2,182,926,2.23044892137827,2.19312459835446,2.26007138798507,12.4708333333333,173.266666666667,996.4,41.6,-23.4,-70.4,18.2,-52.1999999999999,0.595833333333401,-0.0458333333332988,-0.2708333333333,0.550000000000102,0.279166666666802,-0.008266099067058,-0.0455904220908705,0.0213563675397426,-0.0538565211579285,-0.0325001536181859,8,"S17","8_41.7","2013",-0.368446826934814,-0.263492614030838,0.638083934783936,-0.631939440965652,0.00614449381828308
"45","S18",2013,1593,"S18","S18_2013",39.74298,-120.70401,9.28333333333333,1036,674,8.84166666666667,881,671,8.475,1671,548,3.01535975540921,2.94497590841205,3.22297644989339,8.71388888888889,1361.56666666667,633.466666666667,40.533333333333,37.533333333333,-85.466666666667,78.0666666666659,-7.40000000000111,0.569444444444439,0.12777777777778,-0.238888888888891,0.697222222222219,0.458333333333329,-0.118679155236754,-0.189063002233921,0.0889375392474228,-0.307742157470675,-0.218804618223253,7,"S18","7_39.7","2013",-0.682471871376038,-0.942047834396362,1.13096833229065,-1.6245197057724,-0.49355137348175
