"SPEI","CMDA","MAPA","MATA","SPEI","CMDA","MAPA","MATA"
"1",2.39518992569356,4.47567062909184,3.99178335659781,2.66513367778225,0.229623012564844,0.856118997115573,0.36255334092948,2.09483868445432
"2",2.73517290652489,3.48445949588859,4.97187639638651,2.47749969143206,0,0.402567637049287,1.42444598300563,1.93398531548382
"3",0,0,0,0,0.221592923025582,0,1.27990838131973,0
"4",3.13888212886286,4.96048291081843,5.62091059679551,3.81365769801687,0.403854262376626,1.9745742717264,0,3.21939101783619
"5",3.93638496304357,5.89674369012209,5.31001996500527,4.2775953948385,0.854595176539988,2.32059000915797,1.49539869987439,3.57351385528955
