"SPEI","CMDA","MAPA","MATA","SPEI","CMDA","MAPA","MATA","SPEI","CMDA","MAPA","MATA","SPEI","CMDA","MAPA","MATA"
"1",0,2.48490931669949,0,0.973168471097779,0,0,1.13589171075637,1.23161546746815,2.39518992569356,4.47567062909184,3.99178335659781,2.66513367778225,0.229623012564844,0.856118997115573,0.36255334092948,2.09483868445432
"2",6.61327414225525,3.51304384448486,3.93804892944809,1.02144120633511,1.54176923697287,0.556791588224314,1.82375687182684,0.668520025992166,2.73517290652489,3.48445949588859,4.97187639638651,2.47749969143206,0,0.402567637049287,1.42444598300563,1.93398531548382
"3",6.18414893970021,0,3.26608819347621,0,1.22500560956632,0.414990350705921,0,0,0,0,0,0,0.221592923025582,0,1.27990838131973,0
"4",5.81332105209913,4.34306011554236,4.92061420492882,2.38573324152185,2.31937837076657,2.40393383145511,2.63980525098577,2.63558085353952,3.13888212886286,4.96048291081843,5.62091059679551,3.81365769801687,0.403854262376626,1.9745742717264,0,3.21939101783619
"5",6.77573482322623,4.95481008660499,5.28232000649859,2.8632833984002,2.70178654710162,2.71052399875907,2.34352948767037,3.11925011054154,3.93638496304357,5.89674369012209,5.31001996500527,4.2775953948385,0.854595176539988,2.32059000915797,1.49539869987439,3.57351385528955
"6",1.3733942344179,0.0877328514461624,1.95006843296051,0.738762599341499,0.265504345241879,1.22620715470157,0.0288605830969573,0.563672232749468,0,0,1.03997433205222,0.467653242532833,1.00204647180226,1.33479863100638,0.809797542702199,2.2780008256791
"7",2.22682291174624,0.515266783748302,1.93261418285783,0,0.447183126366326,0,0.660936692844643,0.598464413159945,0.436872006924204,0.502187704117205,0,0.378416114721404,2.68274518961744,2.87694119469415,2.95567289893097,1.11729911726115
"8",0,0.368743298676236,0,0.476772524563785,0,0.709382958270908,0,0,0.917102663242076,0.570833724216754,1.38832166886914,0,0,0,0,0
"9",1.90179676342723,1.07587395346309,2.509128385027,1.06079273380328,1.33564287877743,1.65519534901568,1.20623453848839,1.72736893920364,1.80734043504526,1.25026980511393,2.14940291568109,1.77154675022302,3.23923415745594,3.22887057093749,2.56309321086701,3.76126831164311
"10",0.843175047370096,0,1.31721893131999,1.84676676181334,1.67210588234229,2.460314691848,0.870961337334847,2.28427639751908,2.43587279754502,1.70968127735432,2.29150969138209,2.36407436988065,4.17387481955893,3.87462166211299,4.04659183374815,4.02142443806997
"11",4.07466544611771,5.73306170987053,4.28356527421556,2.02653788156567,1.10788922529719,0.282222639741576,3.44987589603852,0.902615753436748,0,0,0,0,0.242781389129959,0.193022751599983,0.2453671706362,0.325230675661714
"12",0,0,0,0,0.69968725255967,0.257097364652964,2.30333623515025,0.519151057970703,2.78157307393758,1.02688108276379,1.68251173434737,4.96128364416109,0,0,0.0250308415165819,0.865092697257296
"13",0.380982339174352,6.7094189590257,0.612472503155914,0.608839094421,0,1.68598882163997,0,0,2.66844513873275,0.830449565829895,1.92420317771393,4.3119162149801,0.0379120510524444,0.996553792795112,0,0
"14",4.48162817453976,1.59033664818935,4.59394302577584,2.34322358402642,2.15647000065564,0.0454804337628048,2.89343960066799,2.08334548474613,2.57703684229091,1.90105068341654,1.45168723782854,4.57558396103877,1.75271274519537,0.589958614842999,1.37132631517261,2.15322264263114
"15",3.35471012383414,1.68153782367244,2.94150459266666,2.59537182767372,2.291932576401,0,0.278713269774926,2.53162281193045,3.12047435989871,2.2728856853214,2.2281506668478,5.48560744157658,1.96022151768329,0.807885040050223,1.59288617879702,2.49365009698568
