"V1","V2","V3","V4"
"1",7.42723978319191,0.000116131931209199,0.012799948246884,0.243892046436523
"2",3.37450827707221,0.0093799372312394,0.00331153433042988,0.243843830362157
"3",3.02455748426951,0.0139132689737042,0.000479380792766428,0.238709985111024
"4",3.95171287091944,0.00493412634724813,0.00738727828816656,0.249331867623792
"5",7.9019197032203,7.02597911655553e-05,0.0272972320796169,0.474483887002198
"6",3.95557834276451,0.00491308456168602,0.00737474906822639,0.243127265029946
"7",3.39829560226372,0.00913320852710234,0.00435706690973126,0.243575029476583
"8",3.49718301651728,0.00817666631722038,0.00651801253904046,0.257336242562058
"9",4.10267387971703,0.00417671029930104,0.0103939295431306,0.242922171566126
"10",3.35881998715786,0.00954638699774494,0.00615375198213263,0.242742619877116
"11",4.47876140945255,0.00276329326041039,0.000389157327738078,0.320439857590959
"12",4.48444054504262,0.00274616722375008,0.000425478457325407,0.321195778335712
"13",5.41004974657972,0.00100404093431368,0.0048574116596908,0.322925232362451
"14",4.7431004859036,0.00207023051986977,0.00500258270482962,0.325410438645563
"15",2.81561066135555,0.0176433346885399,0.00458859970433197,0.272325458206211
"16",2.49722471165865,0.0254287422937054,1.05758104389432e-06,0.268116571675756
"17",2.81640427908292,0.0176273669639307,0.0035258046557921,0.269500646245269
"18",2.2390041958904,0.0343337081325891,0.00164686971715737,0.267884838255814
"19",2.4056009881499,0.0282753166082352,0.00627477205528504,0.26988374900722
"20",4.89050209599736,0.00176323989537955,0.00172607149059679,0.476150396380122
"21",5.53244211541596,0.000879780825018931,0.00608083597409801,0.475770019861048
"22",4.75666011754993,0.0020398574313217,0.000749332348578143,0.476940477000494
"23",3.00297565160122,0.0142577047936887,0.00439653064984106,0.356990582378067
"24",3.58371657432667,0.00742389257222704,0.00744200988121972,0.354666834672927
"25",6.58814291276576,0.000283514124832563,0.0188905125073085,0.318974868677072
"26",6.28190666616456,0.000393288400718543,0.0168404225585671,0.324183591509754
"27",6.28190666616456,0.000393288400718543,0.0168404225585671,0.324183591509754
"28",5.11739062168158,0.00137816956694875,0.0164155287468872,0.326303469907693
"29",5.84836969887556,0.00062609714511116,0.0154514675816035,0.500678816743487
"30",4.98026928732293,0.00159931262053746,0.00180550735074122,0.501179016410697
"31",4.89189627319388,0.00176056802988164,2.6585082383108e-07,0.50076881724349
"32",5.06779807584917,0.00145433200370991,0.0110586138654939,0.50078296150052
"33",4.64736632303493,0.00229813677785094,0.00703489516806409,0.499054140479237
"34",5.59978528690999,0.000818162637712794,0.0279290472387285,0.494713276974151
"35",2.28575820982383,0.0325077776582611,0.000953856722088628,0.370383867195701
"36",2.38464137952337,0.0289718932076207,0.00111071904811362,0.36589166222742
"37",2.41056948682831,0.0281127629026965,5.45240068787635e-05,0.36576638299926
"38",1.72133663112822,0.063532817352273,2.4129911898177e-07,0.366964340554999
"39",1.61145299686814,0.0726146123131852,1.29654343811333e-05,0.36637753535849
